Compra;475.76
Compra;474.406
Compra;473.1116
Venda;474.4639
Venda;597.5139
Compra;476.81390000000005
Compra;475.49190000000004
Venda;476.82590000000005
Venda;478.05350000000004
Compra;476.85
Compra;475.3535
Venda;476.5738
Compra;475.4013
Venda;476.9051
Compra;475.5296
Compra;474.1026
Venda;475.2978
Venda;476.6853
Compra;475.3053
Venda;583.7553
Compra;582.6005
Venda;584.087
Compra;582.664
Venda;584.0375
Compra;477.3575
Venda;478.4963
Compra;477.1073
Venda;478.4748
Venda;579.0748
Compra;480.77479999999997
Compra;479.4256
Venda;480.75789999999995
Venda;580.4679
Compra;482.5779
Compra;481.3175
Venda;580.9275
Venda;582.289
Venda;583.5936
Compra;582.3366000000001
Compra;484.8166000000001
Compra;483.46280000000013
Venda;484.83980000000014
Compra;483.4302000000001
Venda;484.5817000000001
Compra;483.2172000000001
Venda;569.8172000000001
Compra;568.6818000000001
Venda;570.1004
Venda;571.4679
Compra;570.105
Venda;571.3111
Compra;569.9455
Compra;568.7958
Venda;570.1957
Venda;571.5686
Compra;570.2017
Venda;571.4062
Compra;570.091
Venda;571.4446
Compra;465.67460000000005
Venda;572.7346
Venda;574.0405
Compra;572.8118
Compra;571.4317
Compra;462.5217
Venda;572.2717
Compra;570.9917
Venda;572.254
Venda;573.6517
Compra;572.2772
Venda;573.659
Compra;454.839
Compra;453.4202
Compra;451.99600000000004
Venda;453.46250000000003
Compra;451.99300000000005
Venda;453.47300000000007
Venda;454.92070000000007
Venda;575.0207
Compra;573.5499
Venda;574.6653
Compra;573.5564
Venda;575.0139
Compra;573.4953
Venda;575.0598
Compra;447.7698
Compra;446.25559999999996
Venda;447.35339999999997
Venda;578.7234
Compra;577.2479
Venda;578.7631
Compra;577.6634
Venda;578.7651000000001
Compra;577.6626000000001
Venda;578.7797000000002
Compra;577.2980000000001
Compra;440.51800000000014
Venda;442.00840000000017
Compra;440.54020000000014
Compra;439.3788000000001
Venda;440.77280000000013
Venda;559.8728000000001
